row_number,reasons,Case Number,Address,Date & Time,Offense Description,Case Disposition,PD District
223664,'Case Disposition' garbled/scrambled text,2017-00316564,17212 ELDAMERE AVE,9/28/2017 at 16:00,VIOLATING PROTECTION ORDERRE,OFERR CROENDS TEON TG ARGARNEDE JMUERNYT,4
223710,'Date & Time' possible overlapping text,2017-00316060,BROOKFIELD AVE & W 130TH9,S/2T8/2017 at 9:00,CRIMINAL DAMAGING OR ENDANGERING,,1
223714,'Case Disposition' garbled/scrambled text,2017-00316039,1483 E 120TH ST,9/28/2017 at 8:27,VIOLATING PROTECTION ORDEPRR,OORS ECCOUNTSOERN'ST AOGFRFIECEEMENT,3
223721,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00330519,11731 MOUNT OVERLOOK AV9E/28/2017 at 7:50,,ASSAULT,,
223922,'Offense Description' garbled/scrambled text,2017-00314786,2712 E 99TH PL,9/27/2017 at 9:04,RECOVERED VEH/PROPERTY NON-CRIME,,4
224064,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00313568,2900 MARTIN LUTHER KING J9R/2,D6/R2017 at 7:45,,,
224094,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00316044,4550 HINCKLEY INDUSTRIAL 9P/K26W/2Y017 at 0:00,,CRIMINAL DAMAGING OR ENDANGERING,,2
224151,'Offense Description' garbled/scrambled text,2017-00312968,16208 ST CLAIR AVE,9/25/2017 at 16:45,RECOVERED VEH/PROPERTY NON-CRIME,,5
224168,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00312738,2900 MARTIN LUTHER KING J9R/2,D5/R2017 at 15:15,DRUG ABUSE: CONTROLLED SUBSTANCE POSSESSION OR USE,,
224279,'Address' contains a date/time (leak?),2017-00311932,7034 ANITA KENNEDY RD SE9/24/2017 at 21:26,,,,4
224320,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00311360,W 159TH ST & MONTROSE A9V/2E4/2017 at 15:54,,,,1
224337,"'PD District' expected numeric, has text",2017-00311440,4587 QUINCY AVE,9/24/2017 at 13:02,DOMESTIC VIOLENCE,INDICTED / MISDEMEANOR,CMHA
224565,'Date & Time' possible overlapping text,2017-00309690,ORANGE AVE & S BROADWAY9/,A2V3/E2017 at 2:22,"DRIV UNDR SUSPENTN, REVOKED LICENSE OR CONSENT GRA",,3
224575,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00309601,4110 WARRENSVILLE CENTE9R/2,R3/D2017 at 0:42,FELONIOUS ASSAULT - (ALL),,4
224641,'Address' contains a date/time (leak?),2017-00309028,MARTIN LUTHER KING JR DR9/22/2017 at 16:54,,MENACING,,4
224652,'Case Disposition' garbled/scrambled text,2017-00309213,7201 WADE PARK AVE,9/22/2017 at 16:00,VIOLATING PROTECTION ORDEARC,OTIRV ECONSENT AGREEMENT,
224661,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00313485,2240 MARTIN LUTHER KING J9R/2,D2/R2017 at 15:00,PETTY THEFT,,3
224669,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00308806,2968 MARTIN LUTHER KING J9R/2,D2/R2017 at 13:15,THEFT - OTHER,,4
224685,'Offense Description' garbled/scrambled text,2017-00308950,6306 W CLINTON AVE,9/22/2017 at 12:00,RECOVERED VEH/PROPERTY NON-CRIME,,2
224703,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00313075,2101 MARTIN LUTHER KING J9R/2,D2/R2017 at 8:00,THEFT,CWRU,
224784,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00307957,2663 MARTIN LUTHER KING J9R/2,D1/R2017 at 19:15,DOMESTIC VIOLENCE,,4
224837,'Offense Description' garbled/scrambled text,2017-00362689,33831 W 40TH ST,9/21/2017 at 12:00,RECOVERED VEH/PROPERTY NON-CRIME,,
224868,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00308098,2900 COMMUNITY COLLEGE 9A/V2E1/2017 at 4:00,,MENACING,,
224879,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00306948,13933 LAKEWOOD HEIGHTS 9B/L2V1D/2017 at 0:51,,,,1
224926,'Date & Time' possible overlapping text,2017-00306469,1801 ROBERT LOCKWOOD JR9/,2D0R/2017 at 16:16,MOTOR VEHICLE THEFT - GTMV,,3
224938,'Address' possible overlapping text; 'Address' contains a date/time (leak?); 'Offense Description' garbled/scrambled text,2017-00306397,INTERGRAPHINCIDENTADDR9E/2S0S/2017 at 15:22,,RECOVERED VEH/PROPERTY NON-CRIME,,2
224958,'Offense Description' garbled/scrambled text,2017-00306239,6029 SUPERIOR AVE,9/20/2017 at 13:00,TRAFFICKING IN COUNTERFEITE CXOCENPTRTIOOLNLAELD,C SLUEBASRTAANNCCEES,
224959,'Offense Description' garbled/scrambled text,2017-00306234,6201 FIR AVE,9/20/2017 at 12:54,RECOVERED VEH/PROPERTY NON-CRIME,,2
225078,'Address' contains a date/time (leak?),2017-00305892,MARTIN LUTHER KING JR DR9/19/2017 at 17:30,,VANDALISM,NO PAPERS - N.F.I.L.,5
225134,'Offense Description' garbled/scrambled text,2017-00304938,E 147TH ST,9/19/2017 at 11:44,RECOVERED VEH/PROPERTY NON-CRIME,,5
225257,'Address' contains a date/time (leak?),2017-00304005,7020 ANITA KENNEDY RD SE9/18/2017 at 16:15,,AGGRAVATED MENACING,,4
225290,'Address' contains a date/time (leak?),2017-00303787,MARTIN LUTHER KING JR DR9/18/2017 at 12:42,,POSSESSION OF DRUGS,,4
225293,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00303761,INTERGRAPHINCIDENTADDR9E/1S8S/2017 at 12:22,,,,1
225364,'Address' contains a date/time (leak?),2017-00303270,PUBLIC SQ & W SUPERIOR A9V/E17/2017 at 23:21,,,,
225394,'Address' contains a date/time (leak?),2017-08001304,11428 CEDAR GLEN PKWY C49/17/2017 at 20:00,,THEFT - FROM MOTOR VEHICLE,,
225411,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00302879,3817 MARTIN LUTHER KING J9R/1,D7/R2017 at 17:27,POSSESSION OF DRUGS,,1
225419,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00302818,3155 MARTIN LUTHER KING J9R/1,D7/R2017 at 16:27,ASSAULT,,4
225447,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00302634,13525 LAKEWOOD HEIGHTS 9B/L1V7D/2017 at 13:10,,FELONIOUS ASSAULT - (ALL) NO PAPERS - N.F.I.L.,,1
225538,'Offense Description' garbled/scrambled text,2017-00302069,7704 DETROIT AVE,9/16/2017 at 23:16,RECOVERED VEH/PROPERTY NON-CRIME,,2
225610,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00301636,SHAKER SQ & N MORELAND 9B/1LV6/D2017 at 16:35,,CRIMINAL DAMAGING OR ENDANGERING,,4
225690,'Offense Description' garbled/scrambled text,2017-00302257,1596 E 115TH ST,9/16/2017 at 2:23,UNDERAGE POSSESSION/CONSUMPTION IN PUBLIC/PRIV PL,CWRU,
225697,'Offense Description' garbled/scrambled text,2017-00302291,11439 JUNIPER RD,9/16/2017 at 1:51,UNDERAGE POSSESSION/CONSUMPTION IN PUBLIC/PRIV PL,CWRU,
225738,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00301269,INTERGRAPHINCIDENTADDR9E/1S5S/2017 at 20:00,,AGGRAVATED ROBBERY,,4
225755,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00300431,3155 MARTIN LUTHER KING J9R/1,D5/R2017 at 18:38,ASSAULT,,4
225775,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00300277,E 64 & WARSAW PARK ENTR9A/1N5C/2E017 at 16:20,,ROBBERY,,
225779,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00300248,3155 MARTIN LUTHER KING J9R/1,D5/R2017 at 16:12,ASSAULT,,4
225801,'Offense Description' garbled/scrambled text,2017-00300370,19025 MAPLEWOOD AVE,9/15/2017 at 14:30,RECOVERED VEH/PROPERTY NON-CRIME,,1
225920,'Case Disposition' garbled/scrambled text,2017-00299202,18401 SCHENELY AVE,9/14/2017 at 18:21,VIOLATING PROTECTION ORDEERX,OCREP CTOIONNSAELN CT LAEGARREAENMCEENT,5
225991,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00298727,3155 MARTIN LUTHER KING J9R/1,D4/R2017 at 10:00,MOTOR VEHICLE THEFT - GTMV,,4
226021,'Case Disposition' garbled/scrambled text,2017-00298396,6002 FLEET AVE,9/14/2017 at 1:20,VIOLATING PROTECTION ORDEIRN DOICRT,CEODN /S MEINSTD EAMGREAENEMORENT,4
226189,'Case Disposition' garbled/scrambled text,2017-00297181,1501 LAKESIDE AVE E,9/12/2017 at 23:24,IMPROPERLY HANDLING FIREARREMFSE,IRNR AE MD OTTOO GRR VAENHDI CJLUERY,3
226191,'Address' contains a date/time (leak?),2017-08001279,2785 EUCLID HEIGHTS BLVD9/12/2017 at 23:00,,THEFT,,
226227,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00297453,W 6TH ST & W PROSPECT AV9E/12/2017 at 19:40,,THEFT,,
226233,"'PD District' expected numeric, has text",2017-00296899,5199 OUTHWAITE AVE,9/12/2017 at 19:02,PETTY THEFT,NO PAPERS (INSUFFICIENT EVD),CMHA
226282,'Address' contains a date/time (leak?),2017-08001275,PARKING ROCKEFELLER LAG9/12/2017 at 15:00,,THEFT - FROM MOTOR VEHICLE,,
226337,'Address' contains a date/time (leak?),2017-08001270,DENISON AVE & STORER AVE9/12/2017 at 3:20,,THEFT,,
226550,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2017-00294506,71 N - FULTON TO W 25TH - 791/ 1N0,/R2A01M7P at 18:30,DUI-UNDER THE INFLUENCE OF ALCOHOL AND/OR DRUGS,,2
226645,'Offense Description' garbled/scrambled text,2017-00294950,2268 MURRAY HILL RD,9/10/2017 at 2:02,UNDERAGE POSSESSION/CONSUMPTION IN PUBLIC/PRIV PL,CWRU,
226666,'Offense Description' garbled/scrambled text,2017-00293688,11487 MAYFIELD RD,9/9/2017 at 22:40,UNDERAGE POSSESSION/CONSUMPTION IN PUBLIC/PRIV PL,CWRU,
226718,'Offense Description' garbled/scrambled text,2017-00293218,E 91ST ST,9/9/2017 at 16:25,RECOVERED VEH/PROPERTY NON-CRIME,,5
226719,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2017-00293210,11901 MARTIN LUTHER KING 9,J/R9/ 2D0R17 at 16:21,THEFT,,4
226773,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00295279,3940 MARTIN LUTHER KING J9R/9,D/2R017 at 9:30,ASSAULT,,4
227080,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00290373,13525 LAKEWOOD HEIGHTS 9B/L7V/2D017 at 0:30,,CRIMINAL DAMAGING OR ENDANGERING,,1
227098,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00298249,E 139TH ST & MAPLEROW AV9E/6/2017 at 21:49,,,,4
227203,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00289621,2083 MARTIN LUTHER KING J9R/6,D/2R017 at 10:36,VANDALISM,CWRU,
227218,'Offense Description' garbled/scrambled text,2017-00290235,14008 GRAMATAN AVE,9/6/2017 at 8:00,RECOVERED VEH/PROPERTY NON-CRIME,,1
227225,'Offense Description' garbled/scrambled text,2017-00289414,1690 COLUMBUS RD,9/6/2017 at 6:05,RECOVERED VEH/PROPERTY NON-CRIME,,3
227261,'Offense Description' garbled/scrambled text,2017-00289151,W 97TH ST,9/5/2017 at 21:40,RECOVERED VEH/PROPERTY NON-CRIME,,1
227308,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00289587,SUPERIOR AVE & LUTHER AV9E/5/2017 at 17:00,,MOTOR VEHICLE TRESPASS,,3
227317,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00288794,CARNEGIE AVE & ONTARIO S9T/5/2017 at 16:15,,,,3
227381,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00288251,E 37TH ST & GREENWOOD AV9/E5/2017 at 6:58,,,,3
227410,'Offense Description' garbled/scrambled text,2017-00288067,733 E 140TH ST,9/4/2017 at 23:00,RECOVERED VEH/PROPERTY NON-CRIME,,5
227513,'Offense Description' garbled/scrambled text,2017-00287277,3260 W 46TH ST,9/4/2017 at 11:24,RECOVERED VEH/PROPERTY NON-CRIME,,2
227695,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00285892,W SUPERIOR AVE & W 6TH S9T/3/2017 at 2:00,,ASSAULT,,3
227737,'Address' contains a date/time (leak?),2017-00285942,WEST BLVD & MADISON AVE9/2/2017 at 19:00,,ASSAULT,,1
227752,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00285443,ADDISON RD & SUPERIOR AV9E/2/2017 at 18:03,,PETTY THEFT,,3
227787,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2017-00285252,71 N - W 25TH FULTON TO 719,N/2 R/2A0M17P at 14:27,,,2
227857,'Offense Description' garbled/scrambled text,2017-00284824,MILES AVE,9/2/2017 at 2:51,RECOVERED VEH/PROPERTY NON-CRIME,,4
227913,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00284390,ONTARIO ST & CARNEGIE AV9E/1/2017 at 19:07,,DUI-UNDER THE INFLUENCE OF ALCOHOL AND/OR DRUGS,,3
227989,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2018-00103400,3817 MARTIN LUTHER KING J9R/1,D/2R017 at 12:00,ILL USE OF MINOR IN NUDITY O*RNIOE NPTAEPDE RMSA,T- NO.RF. IP.LE.RF,3
228006,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00283993,3545 MARTIN LUTHER KING J9R/1,D/2R017 at 10:40,AGGRAVATED MENACING,,4
228045,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00283623,3556 MARTIN LUTHER KING J9R/1,D/2R017 at 3:00,KIDNAPPING,,4
228052,'Case Disposition' garbled/scrambled text,2017-00283564,1746 ALCOY RD,9/1/2017 at 1:58,OPEN CONTAINER PROHIBITEDR IENF,AENR ROEPDE RTAOT GINRGA VNEDH JIUCRLEY,5
228054,'Date & Time' doesn't look like a date; 'Address' possible overlapping text,2017-00283568,CLEVELAND MEMORIAL SHR9W/1A/Y20,W17 at 1:45,,,3
228106,'Address' contains a date/time (leak?),2017-00283458,PEARL RD & BROADVIEW RD8/31/2017 at 20:10,,ASSAULT,,2
228179,"'PD District' expected numeric, has text",2017-00282831,4825 WOODLAND AVE,8/31/2017 at 13:20,RAPE,NO PAPERS - UNFOUNDED,CMHA
228249,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00282364,3918 MARTIN LUTHER KING J8R/3,D1/R2017 at 0:52,DOMESTIC VIOLENCE,,4
228277,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00282688,3750 MARTIN LUTHER KING J8R/3,D0/R2017 at 22:00,THEFT,,4
228561,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00279909,3939 COMMUNITY COLLEGE 8A/V2E8/2017 at 21:26,,RAPE,,3
228622,'Address' contains a date/time (leak?),2017-00279509,2058 UNIVERSITY HOSPITAL 8D/R28/2017 at 15:59,,THEFT - OTHER,CWRU,
228633,'Address' contains a date/time (leak?),2017-00279407,E 32ND ST & SUPERIOR AVE 8E/28/2017 at 14:47,,AGGRAVATED MENACING,,3
228694,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2017-00279041,12004 MARTIN LUTHER KING,8 J/2R8 D/2R017 at 2:45,PETTY THEFT,,4
228709,'Address' contains a date/time (leak?),2017-00278781,E 35TH ST & LONGWOOD AVE8/27/2017 at 23:22,,DRUG ABUSE: CONTROLLED SUBSTANCE POSSESSION OR USE,,3
228765,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00278390,3165 MARTIN LUTHER KING J8R/2,D7/R2017 at 17:18,FELONIOUS ASSAULT - (ALL),,
228794,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00278257,2897 MARTIN LUTHER KING J8R/2,D7/R2017 at 14:30,THEFT,,4
228854,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00277645,11213 MOUNT OVERLOOK AV8E/27/2017 at 1:15,,FELONIOUS ASSAULT - (ALL),,3
228901,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2017-00277256,11310 MARTIN LUTHER KING 8,J/R26 D/2R017 at 19:26,MOTOR VEHICLE THEFT - GTMV,,4
229100,'Offense Description' garbled/scrambled text,2017-00275724,831 E 140TH ST,8/25/2017 at 14:28,SALES TO & USE BY MINORS;SECURNG PUBLC ACCOMMODATN,,5
229109,'Offense Description' garbled/scrambled text,2017-00275627,9021 ST CLAIR AVE,8/25/2017 at 12:47,SALES TO & USE BY MINORS;SECURNG PUBLC ACCOMMODATN,,5
229202,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00274939,4259 MARTIN LUTHER KING J8R/2,D4/R2017 at 20:06,THEFT,,4
229420,'Address' contains a date/time (leak?),2017-00273208,E 105TH ST & GARFIELD AVE8/23/2017 at 11:54,,MOTOR VEHICLE THEFT - GTMV,,5
229463,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2017-00272813,11412 MARTIN LUTHER KING 8,J/R23 D/2R017 at 0:33,AGGRAVATED BURGLARY,,4
229499,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00272560,3750 MARTIN LUTHER KING J8R/2,D2/R2017 at 19:20,ASSAULT,,4
229572,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00283809,INTERGRAPHINCIDENTADDR8E/2S2S/2017 at 12:00,,PROPERTY DAMAGE REPORT NON-CRIMINAL,,1
229658,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00271390,W 6TH ST & W SUPERIOR AV8E/21/2017 at 20:57,,OBSTRUCTING OFFICIAL BUSINESS,,3
229735,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00279087,3526 MARTIN LUTHER KING J8R/2,D1/R2017 at 12:00,MENACING,,4
229761,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00270723,2250 COMMUNITY COLLEGE 8A/V2E1/2017 at 9:49,,ASSAULT,,3
229806,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00270409,11731 MOUNT OVERLOOK AV8E/21/2017 at 0:00,,CRIMINAL DAMAGING OR ENDANGERING,,4
229924,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00269567,2250 COMMUNITY COLLEGE 8A/V2E0/2017 at 9:41,,FELONIOUS ASSAULT - (ALL) NO PAPERS - INACTIVE,,3
229979,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00269168,3640 COMMUNITY COLLEGE 8A/V1E9/2017 at 23:36,,ENDANGERING CHILDREN,,3
229994,'Address' contains a date/time (leak?),2017-00269000,N MARGINAL RD & E 72ND ST8/19/2017 at 21:29,,,,5
230040,'Address' contains a date/time (leak?),2017-00268675,MARTIN LUTHER KING JR DR8/19/2017 at 16:25,,PETTY THEFT,,4
230070,'Offense Description' garbled/scrambled text,2017-00299224,1980 NOBLE RD,8/19/2017 at 11:40,RECOVERED VEH/PROPERTY NON-CRIME,,
230118,'Offense Description' garbled/scrambled text,2017-00286071,984 E 144TH ST,8/19/2017 at 0:00,RECOVERED VEH/PROPERTY NON-CRIME,,5
230160,'Address' contains a date/time (leak?),2017-00268841,SR 237 N & BROOKPARK EXIT8/18/2017 at 19:16,,,,1
230320,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00266375,3343 COMMUNITY COLLEGE 8A/V1E7/2017 at 19:08,,PETTY THEFT,,3
230497,'Address' contains a date/time (leak?),2017-00265227,E 105TH ST & GARFIELD AVE8/16/2017 at 19:36,,TELEPHONE HARASSMENT,,5
230588,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00264614,INTERGRAPHINCIDENTADDR8E/1S6S/2017 at 10:24,,PROPERTY DAMAGE REPORT NON-CRIMINAL,,3
230637,'Address' contains a date/time (leak?),2017-00264113,W 130TH & BREDSKFIELD RD8/16/2017 at 0:41,,,,1
230879,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00262726,EAST BLVD & MARTIN LUTHE8R/1,K4I/N20G1 7JR a tD 1R7:30,,,
230907,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00262531,3830 MARTIN LUTHER KING J8R/1,D4/R2017 at 14:33,CRIMINAL DAMAGING OR ENDANGERING,,4
231069,'Offense Description' garbled/scrambled text,2017-00261224,6603 FULLERTON AVE,8/13/2017 at 11:44,RECOVERED VEH/PROPERTY NON-CRIME,,4
231112,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00260866,3602 COMMUNITY COLLEGE 8A/V1E3/2017 at 1:16,,CRISIS INTERVENTRION - EMERGENCY HOSPITALIZATION,,3
231177,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2017-08001117,6500 CLEVELAND MEMORIAL,8 S/1H2O/2R01E7W aAtY 17:05,THEFT,,
231178,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00260307,W 39TH ST & ARCHWOOD AV8E/12/2017 at 17:05,,CRISIS INTERVENTRION - EMERGENCY HOSPITALIZATION,,2
231367,'Offense Description' garbled/scrambled text,2017-00258876,E 91ST ST,8/11/2017 at 14:46,RECOVERED VEH/PROPERTY NON-CRIME,,4
231410,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00258562,4141 GARRETT A MORGAN P8L/11/2017 at 9:03,,MISSING PERSON CANCEL/RETURN4,,
231478,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00258049,2250 COMMUNITY COLLEGE 8A/V1E0/2017 at 20:04,,DOMESTIC VIOLENCE,,3
231614,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2017-00256928,13833 LAKEWOOD HEIGHTS 8B/L9V/2D017 at 20:55,,DOMESTIC VIOLENCE,,1
231623,'Date & Time' doesn't look like a date; 'Address' possible overlapping text,2017-00256781,CLEVELAND MEMORIAL SHR8W/9A/Y20,W17 at 19:07,CRIMINAL DAMAGING OR ENDANGERING,,2
231669,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2017-00256484,3155 MARTIN LUTHER KING J8R/9,D/2R017 at 14:40,,,4
231673,'Address' contains a date/time (leak?),2017-00256474,6960 ANITA KENNEDY RD SE8/9/2017 at 14:33,,,,
231816,'Date & Time' doesn't look like a date; 'Address' possible overlapping text,2017-00255421,BENTON CT & FRANK MORG8A/8N/2,P01L7 at 17:15,FELONIOUS ASSAULT - (ALL),,5
