_needs_review,_review_reason,CallID,When,Typ,Nature,P,Location,Cty
,,19C076571,09:30:00 08/21/19,f,ZZSick,1,2331 KELLOGG AVE # A; CROSSROADS CHURCH,COR
,,19C076572,09:36:02 08/21/19,l,Battery,1,749 LA CUMBRE ST,COR
,,19C076574,09:37:09 08/21/19,l,Veh Burg Past,4,1420 BURRERO WAY,COR
,,19C076575,09:37:12 08/21/19,f,ZZGas Leak Comm,1,2055 KELLOGG AVE,COR
,,19C076580,09:47:44 08/21/19,l,Property Check,4,450 S MAIN ST; JASHUA LIQUOR,COR
,,19C076581,09:47:48 08/21/19,f,ZZBreathing,1,3260 CELESTIAL CIR,COR
,,19C076582,09:51:25 08/21/19,l,Arson Past,4,4901 GREEN RIVER RD; ATTEMPT,COR
,,19C076583,09:51:50 08/21/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C076585,09:54:55 08/21/19,l,Patrol Info,4,960 SAPPHIRE LN,COR
,,19C076587,09:56:59 08/21/19,l,Patrol Info,4,385 W ORANGE HEIGHTS LN,COR
,,19C076588,09:58:57 08/21/19,l,Abandoned Veh,4,799 CIRCLE CITY DR,COR
,,19C076590,10:03:12 08/21/19,l,Accident,2,730 PUBLIC SAFETY WAY,COR
,,19C076591,10:03:57 08/21/19,l,Property Check,4,1701 W SIXTH ST,COR
,,19C076592,10:04:09 08/21/19,l,911 Hangup,2,1395 E FOOTHILL PKWY; PHASE 1,COR
,,19C076593,10:05:13 08/21/19,f,ZZFwy Acc w/ inj,1,15 NB TEMESCAL CANYON DOS LAGOSWEIRICK,TEM
,,19C076594,10:11:29 08/21/19,l,CMC Violation,4,2940 HIDDEN HILLS CIR,COR
,,19C076595,10:19:26 08/21/19,l,Accident,2,N SMITH AVE & RAILROAD ST,COR
,,19C076596,10:22:01 08/21/19,f,ZZBreathing,1,941 CIMARRON LN,COR
,,19C076597,10:27:52 08/21/19,l,Patrol Info,4,961 REBECCA WAY # 102,COR
,,19C076598,10:28:12 08/21/19,l,H&S Violation,3,1140 E ONTARIO AVE; CHEVRON STATION,COR
,,19C076599,10:31:12 08/21/19,l,Follow Up,4,790 S SMITH AVE,COR
,,19C076600,10:31:14 08/21/19,l,Ill Parked Veh,4,300 S BUENA VISTA AVE,COR
,,19C076601,10:37:10 08/21/19,l,911 Hangup,2,1701 RIMPAU AVE,COR
,,19C076602,10:41:13 08/21/19,lf,Accident Unknwn,1,CRESTA RD & PROMENADE AVE,COR
,,19C076603,10:41:44 08/21/19,f,ZZFall,1,VIA GUNNOE CT & E FOOTHILL PKWY,COR
,,19C076604,10:42:32 08/21/19,l,911 Hangup,2,866 EL CAMINO AVE; PHASE 1,COR
YES,'Location' garbled/scrambled text,19C076606,10:45:51 08/21/19,l,Arson Past,4,1973 CORDOZA ST;FRONT COUNTER,COR
,,19C076608,10:50:09 08/21/19,l,Follow Up,4,1801 BERN DR,COR
,,19C076610,10:57:55 08/21/19,l,Found Child,2,2085 HIGHPOINTE DR; SIENA APTS,COR
,,19C076612,10:59:01 08/21/19,l,Hit Run No Inj,2,N MCKINLEY ST & SAMPSON AVE,COR
,,19C076615,11:04:06 08/21/19,l,H/R Coll Past,4,RIMPAU AVE & MAGNOLIA AVE; LL CONT,COR
,,19C076616,11:06:24 08/21/19,l,911 Hangup,2,1717 VIA DEL RIO; PHASE 2,COR
,,19C076617,11:06:53 08/21/19,l,Property Check,4,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C076619,11:07:46 08/21/19,l,Susp Vehicle,3,HILLSHIRE CIR & S BELLE AVE,COR
YES,'Nature' garbled text (embedded symbol),19C076620,11:08:15 08/21/19,f,ZZFaint/Uncons,1,275 TELLER ST # 100; 24 HOUR FITNESS,COR
,,19C076621,11:14:44 08/21/19,l,Stranded Veh,3,E FOOTHILL PKWY & S MAIN ST,COR
,,19C076622,11:16:04 08/21/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; plot,COR
,,19C076623,11:22:14 08/21/19,l,H/R Coll Past,4,401 N MCKINLEY ST; WENDY'S,COR
,,19C076624,11:23:12 08/21/19,l,H&S Violation,3,1171 BAYWOOD DR,COR
,,19C076625,11:26:11 08/21/19,l,Welfare Check,2,1776 ALL AMERICAN WAY,COR
,,19C076626,11:34:10 08/21/19,l,Alarm Call,2,132 BUSINESS CENTER DR ;AMERICAN U CARE PHARMA,COR
,,19C076627,11:34:43 08/21/19,l,Vandalism Past,4,1820 RIMPAU AVE; CENTENNIAL HIGH SCHOOL,COR
,,19C076628,11:44:12 08/21/19,,,,777 VILLA MONTES CIR,COR
,,19C076629,11:44:22 08/21/19,l,Property Check,4,2125 STAGECOACH DR; STAGECOACH PARK,COR
,,19C076630,11:57:40 08/21/19,l,Susp Person,3,321 W RINCON ST,COR
,,19C076631,11:58:54 08/21/19,l,Disturb Peace P,4,954 W ORANGE HEIGHTS LN,COR
,,19C076632,11:59:21 08/21/19,l,Susp Person,3,114 W ELEVENTH ST,COR
,,19C076634,12:04:08 08/21/19,l,911 Hangup,2,339 AMERICAN CIR,COR
,,19C076637,12:08:13 08/21/19,l,Citizen Contact,3,255 W ORANGE HEIGHTS LN,COR
,,19C076639,12:10:20 08/21/19,l,Property Check,4,115 W FRANCIS ST,COR
,,19C076640,12:11:14 08/21/19,l,Property Check,4,THE CROSSINGS,COR
,,19C076641,12:11:33 08/21/19,l,Disturb Peace,3,810 SERFAS CLUB DR ;MCDONALDS,CRA
,,19C076643,12:12:50 08/21/19,l,Hit Run No Inj,2,N MCKINLEY ST & SAMPSON AVE,COR
,,19C076646,12:24:40 08/21/19,l,Annoying Calls,3,988 ALLEGRE DR ; LL CONT C4,COR
,,19C076647,12:25:59 08/21/19,l,911 Hangup,2,400 S VICENTIA AVE,COR
,,19C076648,12:26:06 08/21/19,l,Annoying Calls,3,1238 W SIXTH ST,COR
,,19C076649,12:29:08 08/21/19,l,Traffic Stop,4,E FOOTHILL PKWY & CROSSROADS ST,COR
,,19C076650,12:31:55 08/21/19,l,Patrol Info,4,2871 VILLA CATALONIA CT,COR
,,19C076651,12:32:38 08/21/19,f,ZZChest Pains,1,671 VIEW LN,COR
,,19C076652,12:35:57 08/21/19,l,Property Check,4,725 S MAIN ST; 99 CENT STORE,COR
,,19C076653,12:36:32 08/21/19,l,Petty Theft,3,550 HIDDEN VALLEY PKWY,COR
,,19C076654,12:43:03 08/21/19,l,Fraud Past,4,826 W SEVENTH ST; FRONT COUNTER,COR
,,19C076655,12:46:26 08/21/19,f,ZZMedical Alert,1,650 STONEYBROOK DR # 237; ASHTON APT,COR
,,19C076657,12:51:24 08/21/19,l,Solicitor,3,915 W RANCHO RD,COR
,,19C076659,12:53:47 08/21/19,l,Follow Up,4,3900 SCENIC DR RVSD,
,,19C076660,12:54:33 08/21/19,l,Vandalism Past,4,1570 W SIXTH ST; MIGUELS JR INC 6 AT CROWN WESTEND COR PLAZA,
,,19C076661,12:59:21 08/21/19,l,Stranded Veh,3,841 N MAIN ST; ALAMILLAS MEXICAN FOOD AT PARKRIDGE COR PLAZA,
,,19C076662,13:03:54 08/21/19,f,ZZFall,1,1601 GARRETSON AVE,COR
,,19C076663,13:07:08 08/21/19,f,ZZChest Pains,1,2191 SAMPSON AVE; #105,COR
,,19C076665,13:09:58 08/21/19,l,Susp Person,3,STAGECOACH RD & CORYDON ST,COR
,,19C076667,13:10:33 08/21/19,l,Vehicle Check,4,1350 VALENCIA RD; ORANGE ELEMENTARY,COR
,,19C076669,13:13:07 08/21/19,l,911 Hangup,2,1660 LEESON LN; PHASE 2,COR
,,19C076670,13:16:40 08/21/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; FRONT COUNTER,COR
,,19C076671,13:18:39 08/21/19,l,Accident,2,MAGNOLIA AVE & 15 NB OFF RAMP,COR
,,19C076673,13:19:43 08/21/19,l,Additional Info,4,1331 BARCELONA ST; LL CONT,COR
,,19C076675,13:30:02 08/21/19,l,Lewd Cond Chld,2,1535 PLAZA DE NOCHE # 13,COR
,,19C076677,13:33:51 08/21/19,l,Battery Past,3,870 ENCANTO ST,COR
,,19C076679,13:43:42 08/21/19,l,Traffic Detail,4,2350 BORDER AVE; ADAMS ELEMENTARY,COR
,,19C076681,13:53:17 08/21/19,l,Drunk In Public,2,2570 TUSCANY ST; PANERA BREAD 1252 AT THE CROSSINGS,COR
,,19C076682,13:56:12 08/21/19,lf,Man Down,1,1277 W SIXTH ST,COR
,,19C076687,13:58:43 08/21/19,l,911 Hangup,2,E ONTARIO AVE & FULLERTON AVE,COR
,,19C076688,14:01:22 08/21/19,l,Comm Burg Past,4,3915 GREEN RIVER RD; CUBE SMART STORAGE,COR
,,19C076689,14:02:40 08/21/19,l,911 Hangup,2,615 RICHEY ST,COR
,,19C076691,14:04:15 08/21/19,l,Patrol Info,4,1983 HAMNER AVE;DODGE DEALERSHIP,NOR
,,19C076692,14:07:09 08/21/19,l,911 Hangup,2,805 S RAMONA AVE,COR
,,19C076693,14:07:17 08/21/19,lf,Vegetation High,1,POPPY ST & QUEBEC AVE,ELC
,,19C076694,14:09:00 08/21/19,l,Mail Theft P,4,591 FAIRBANKS ST ;LL CONT,COR
,,19C076697,14:25:46 08/21/19,lf,Under Influence,2,1999 Foothill PKWY;STARBUCKS,COR
,,19C076698,14:26:10 08/21/19,l,Property Check,4,403 TERMINO AVE,COR
,,19C076699,14:26:54 08/21/19,l,Abandoned Veh,4,1019 REGINA WAY,COR
,,19C076700,14:34:26 08/21/19,l,Additional Info,4,814 W GRAND BLVD # #1-2; PD LOBY,COR
,,19C076701,14:40:03 08/21/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY,COR
,,19C076702,14:43:47 08/21/19,l,Traffic Stop,4,2790 CABOT DR;#105;TRADER JOES,COR
,,19C076703,14:45:07 08/21/19,l,Comm Policing,4,3465 ANDOVER ST,HGS
,,19C076704,14:46:45 08/21/19,l,Dist/Verbal,2,730 VIA DE LUNA # 1,COR
,,19C076705,14:47:30 08/21/19,l,911 Hangup,2,1218 E ONTARIO AVE,COR
,,19C076707,14:49:57 08/21/19,l,Ill Parked Veh,4,803 MAGNOLIA AVE,COR
,,19C076708,14:53:08 08/21/19,l,911 Hangup,2,13689 MAGNOLIA AVE,HGS
,,19C076709,14:56:20 08/21/19,l,Mail Theft P,4,1720 GARRETSON AVE,COR
,,19C076710,14:57:41 08/21/19,l,Petty Theft P,4,1107 W SIXTH ST; WSS SHOES,COR
,,19C076711,14:57:51 08/21/19,l,Patrol Info,4,1064 PEACEFUL DR;CODE 5,COR
,,19C076712,15:02:47 08/21/19,l,911 Hangup,2,1200 S MERRILL ST,COR
,,19C076713,15:04:20 08/21/19,l,Disturb Peace,3,720 N MAIN ST; BURLINGTON COAT,COR
,,19C076716,15:09:47 08/21/19,i,911 Hangup,2,881 CORSICA DR,COR
,,19C076717,15:09:58 08/21/19,l,911 Hangup,2,1433 E CHASE DR,COR
,,19C076721,15:14:01 08/21/19,l,Disturb Peace,3,2225 EAGLE GLEN PKWY # 102,COR
,,19C076723,15:21:33 08/21/19,l,Susp Person,3,204 E SIXTH ST; BANK OF AMERICA,COR
,,19C076725,15:32:15 08/21/19,l,Property Check,4,2250 S MAIN ST,COR
,,19C076726,15:41:33 08/21/19,l,Accident,2,912 W TENTH ST,COR
,,19C076727,15:42:24 08/21/19,i,Patrol Info,4,RAILROAD ST & KLUG CIR,COR
,,19C076728,15:43:06 08/21/19,l,Susp Person,3,1335 E ONTARIO AVE ;HOME DEPOT,COR
,,19C076729,15:44:17 08/21/19,l,911 Hangup,2,1150 W TENTH ST,COR
YES,'Nature' garbled text (embedded symbol),19C076732,15:47:01 08/21/19,f,ZZFaint/Uncons,1,1220 MAGNOLIA AVE # 101; DOLLAR TREE,COR
,,19C076733,15:49:02 08/21/19,l,Property Check,4,701 E HARRISON ST,COR
,,19C076734,15:49:07 08/21/19,l,Abandoned Veh,4,1053 W SEVENTH ST,COR
,,19C076735,15:50:22 08/21/19,l,Patrol Info,4,RAILROAD ST & AUTO CENTER DR,COR
,,19C076737,15:53:32 08/21/19,l,Traffic Stop,4,W SIXTH ST & AVENIDA DEL VISTA,COR
,,19C076738,16:00:07 08/21/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C076739,16:06:30 08/21/19,l,Property Check,4,750 CORONA AVE,COR
,,19C076741,16:07:55 08/21/19,l,911 Hangup,2,9000 CAJALCO RD,RVC
,,19C076744,16:13:51 08/21/19,l,Flag Down,4,2243 EAGLE GLEN PKWY,COR
,,19C076745,16:15:24 08/21/19,l,911 Hangup,2,3594 NELSON ST,COR
,,19C076749,16:18:30 08/21/19,l,Property Check,4,705 N MAIN ST,COR
,,19C076750,16:19:54 08/21/19,l,Property Check,4,403 TERMINO AVE,COR
,,19C076751,16:26:46 08/21/19,l,911 Hangup,2,19501 LA SIERRA,
,,19C076753,16:28:35 08/21/19,l,911 Hangup,2,511 S JOY ST,COR
,,19C076756,16:36:09 08/21/19,l,Property Check,4,930 E SIXTH ST; SKATE PARK CITY PARK,COR
,,19C076757,16:40:25 08/21/19,l,911 Hangup,2,4190 BENNETT AVE,COR
,,19C076758,16:41:47 08/21/19,l,Property Check,4,935 N MCKINLEY ST,COR
,,19C076761,16:45:15 08/21/19,l,Patrol Info,4,1614 PAMELA ST,COR
,,19C076762,16:45:59 08/21/19,l,Fraud Past,4,1813 HIDEAWAY PL # 204; FRONT COUNTER,COR
,,19C076763,16:50:16 08/21/19,l,Comm Policing,4,2178 STONERIDGE RD; ASHTON APTS,COR
,,19C076764,16:57:01 08/21/19,l,Disturb Peace,3,1999 Foothill PKWY,COR
,,19C076765,17:01:54 08/21/19,l,Compliance Ck,4,950 SAPPHIRE LN,COR
,,19C076766,17:02:12 08/21/19,l,Follow Up,4,2541 TUSCANY ST # 103; ULTA BEAUTY,COR
,,19C076767,17:02:53 08/21/19,f,ZZSick,1,1999 Foothill PKWY ;STARBUCKS,COR
,,19C076768,17:10:38 08/21/19,l,Assist Othr Dpt,3,470 E HARRISON ST,COR
,,19C076771,17:21:16 08/21/19,l,911 Hangup,2,4190 BENNETT AVE,COR
,,19C076772,17:22:33 08/21/19,l,Property Check,4,821 N MAIN ST,COR
,,19C076773,17:23:36 08/21/19,l,Disturb Peace P,4,2185 ADOBE AVE ;THREATS,COR
,,19C076775,17:28:00 08/21/19,l,Hazard,3,N JOY ST & E HARRISON ST,COR
,,19C076776,17:28:18 08/21/19,l,Citizen Contact,3,1280 KELLEY AVE;LL CONT,COR
,,19C076780,17:39:56 08/21/19,l,Alarm Call,2,777 S TEMESCAL ST # 45,COR
,,19C076781,17:43:55 08/21/19,l,Suspicious Circ,3,735 ALISO ST;POSS 459R,COR
,,19C076783,17:51:42 08/21/19,l,911 Hangup,2,13376 ESTELLE ST,HGS
,,19C076784,17:55:15 08/21/19,l,Auto Theft Past,3,995 POMONA RD # 70,COR
,,19C076785,17:56:34 08/21/19,l,Property Check,4,1260 E ONTARIO AVE; ALBERTSONS,COR
,,19C076786,18:05:12 08/21/19,f,ZZFwy Heavy Res,1,15 SB EL CERRITO CAJALCO,COR
,,19C076787,18:06:19 08/21/19,f,ZZFwy Acc w/ inj,1,15 SB EL CERRITO CAJALCO,COR
,,19C076791,18:12:47 08/21/19,l,911 Hangup,2,1150 W TENTH ST,COR
,,19C076792,18:18:36 08/21/19,l,911 Hangup,2,1400 NICHOLAS PL,COR
,,19C076793,18:18:52 08/21/19,l,Shoplifting,3,1290 E ONTARIO AVE; WALMART,COR
,,19C076794,18:19:22 08/21/19,f,ZZBreathing,1,3575 SWEETWATER CIR,COR
,,19C076795,18:31:03 08/21/19,l,Missing Person,2,1330 W SIXTH ST; MICHELLES LL CONT,COR
,,19C076797,18:36:13 08/21/19,l,Assist Othr Dpt,3,1330 MAGNOLIA AVE;ACO,COR
,,19C076798,18:36:21 08/21/19,l,Follow Up,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C076801,18:49:16 08/21/19,l,Cross Report,2,1488 MARIPOSA DR,COR
,,19C076803,18:51:19 08/21/19,l,911 Hangup,2,1717 VIA DEL RIO; IGLESIA CHURCH,COR
,,19C076804,18:51:36 08/21/19,l,Ped Check,4,900 SAPPHIRE LN,COR
,,19C076805,19:04:28 08/21/19,l,Alarm Call,2,233 N SHERMAN AVE; ARVINYL LAMINATES LP,COR
,,19C076806,19:09:49 08/21/19,l,Citizen Contact,3,2215 E LAKESIDE PL,COR
,,19C076808,19:18:06 08/21/19,l,911 Hangup,2,3165 FOREST VIEW DR,COR
,,19C076809,19:21:04 08/21/19,l,911 Hangup,2,1150 W TENTH ST,COR
,,19C076810,19:21:12 08/21/19,lf,Accident Inj,1,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C076812,19:22:19 08/21/19,f,ZZChest Pains,1,2956 BREEZY MEADOW CIR,COR
,,19C076813,19:23:38 08/21/19,l,911 Hangup,2,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C076814,19:25:07 08/21/19,l,DV-Assault,1,691 STONEYBROOK DR # 84; ASHTON APARTMENTS; ASHTON APTS,COR
,,19C076815,19:28:19 08/21/19,l,911 Hangup,2,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C076816,19:30:44 08/21/19,l,911 Hangup,2,1189 TOPAZ ST,COR
,,19C076817,19:30:55 08/21/19,l,911 Hangup,2,4190 BENNETT AVE,COR
,,19C076818,19:34:22 08/21/19,l,Follow Up,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C076820,19:37:38 08/21/19,l,911 Hangup,2,4035 TEMESCAL,NOR
,,19C076822,19:41:00 08/21/19,l,Patrol Info,4,1614 PAMELA ST,COR
,,19C076823,19:41:31 08/21/19,l,911 Hangup,2,9069 CAJALCO RD,RVC
,,19C076824,19:46:48 08/21/19,l,911 Hangup,2,13979 WINDROSE AVE,NOR
,,19C076826,19:49:54 08/21/19,l,Susp Vehicle,3,2875 GILBERT AVE,COR
,,19C076827,19:50:14 08/21/19,l,911 Hangup,2,2335 KELLOGG AVE,COR
,,19C076828,19:55:08 08/21/19,l,911 Hangup,2,2335 KELLOGG AVE,COR
,,19C076829,19:55:17 08/21/19,l,Traffic Stop,4,S MAIN ST & E ONTARIO AVE,COR
,,19C076832,20:06:10 08/21/19,f,ZZAbdominalPa in,1,910 S BELLE AVE # 205,COR
,,19C076833,20:14:12 08/21/19,l,Compliance Ck,4,403 TERMINO AVE,COR
,,19C076834,20:17:03 08/21/19,l,Disturb Peace,3,2615 TUSCANY ST; TARGET STORES T1548 AT THE CROSSINGS,COR
,,19C076835,20:20:59 08/21/19,f,ZZBreathing,1,1205 MAGNOLIA AVE; SHELL STATION AT SIZZLER CENTER,COR
,,19C076839,20:30:15 08/21/19,l,Assist Othr Dpt,3,1330 MAGNOLIA AVE; ACO,COR
,,19C076841,20:33:11 08/21/19,l,Follow Up,4,2750 RIDGELINE DR # 202,COR
,,19C076842,20:35:08 08/21/19,l,Property Check,4,418 N MAIN ST,COR
,,19C076843,20:37:17 08/21/19,l,Additional Info,4,1107 W SIXTH ST;WSS,COR
,,19C076845,20:42:25 08/21/19,l,Alarm Call,2,1690 W SIXTH ST; CENTRAL OCC MEDICINE,COR
,,19C076846,20:45:16 08/21/19,l,Property Check,4,2615 TUSCANY ST; TARGET STORES T1548 AT THE CROSSINGS,COR
,,19C076850,21:00:15 08/21/19,l,Auto Theft Past,3,330 N MCKINLEY ST,COR
,,19C076851,21:09:30 08/21/19,l,Property Check,4,2243 EAGLE GLEN PKWY; STATER BROS,COR
,,19C076852,21:11:03 08/21/19,l,911 Hangup,2,598 SANTANA WAY; SKATE PARK SANTANA PARK,COR
,,19C076853,21:17:28 08/21/19,l,Suspicious Circ,3,3915 GREEN RIVER RD; CUBE SMART STORAGE,COR
,,19C076854,21:20:18 08/21/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C076855,21:20:43 08/21/19,l,Patrol Info,4,GREEN RIVER RD & RIDGELINE DR,COR
,,19C076856,21:21:49 08/21/19,l,Susp Person,3,964 BIG SPRING CT,COR
,,19C076857,21:26:36 08/21/19,l,911 Hangup,2,815 W SIXTH ST,COR
,,19C076858,21:36:16 08/21/19,l,Disturb Peace P,4,1143 STONE PINE LN # D,COR
,,19C076859,21:37:56 08/21/19,l,Speed Contest,3,E SIXTH ST & EL SOBRANTE RD,COR
,,19C076860,21:40:15 08/21/19,l,Patrol Info,4,1550 CIRCLE CITY DR; HOLIDAY INN EXPRESS AND SUITES COR CORONA,
,,19C076861,21:47:06 08/21/19,l,Property Check,4,255 E RINCON ST; PRIMERICA FINANCIAL SERVICES,COR
,,19C076862,21:49:40 08/21/19,l,911 Hangup,2,209 E BLAINE ST,COR
,,19C076863,22:00:41 08/21/19,l,Susp Person,3,1505 PLAZA DE NOCHE ; COUNTRY HILLS APTS,COR
,,19C076865,22:13:26 08/21/19,l,Susp Person,3,1756 NOAH CIR,COR
,,19C076866,22:37:53 08/21/19,l,Alarm Call,2,2350 BORDER AVE ; JOHN ADAMS ELEMENTARY,COR
,,19C076867,22:40:46 08/21/19,l,Area Check,3,GIBSON AND SAMPSON,
,,19C076868,22:43:59 08/21/19,l,Disturb Peace,3,1255 W TENTH ST # B,COR
,,19C076869,22:47:29 08/21/19,l,911 Hangup,2,2970 RIMPAU AVE ; ABAND PHS 2,COR
,,19C076870,22:49:50 08/21/19,l,911 Hangup,2,15 NB MAGNOLIA HIDDEN VALLEY,COR
,,19C076871,23:02:19 08/21/19,l,Dist/Verbal,2,2349 MCNEIL CIR,COR
,,19C076872,23:06:23 08/21/19,l,Under Influence,2,1440 CHALGROVE DR,COR
,,19C076873,23:14:43 08/21/19,l,911 Hangup,2,2311 MARSANT AVE ; PHS 2,COR
,,19C076875,23:23:13 08/21/19,l,Traffic Stop,4,GARRETSON AVE & E GRAND BLVD,COR
,,19C076876,23:35:21 08/21/19,l,911 Hangup,2,1376 CAMELOT DR ; PHS 2,COR
,,19C076877,23:35:45 08/21/19,l,Dist/Verbal,2,1368 CAMELOT DR,COR
,,19C076879,23:38:58 08/21/19,l,DV-Assault Past,3,RIMPAU AVE & TABER ST; 87 CHINO PD,COR
,,19C076880,23:41:39 08/21/19,l,Vandalism,3,937 MESA VERDE AVE,COR
,,19C076881,23:43:14 08/21/19,l,Traffic Stop,4,E SIXTH ST & PROMENADE AVE,COR
,,19C076882,23:48:51 08/21/19,l,Alarm Call,2,1150 PASEO GRANDE; CESAR CHAVEZ ELEMENTARY SCHOOL,COR
,,19C076884,23:52:11 08/21/19,l,911 Hangup,2,1200 S MERRILL ST,COR
,,19C076886,23:55:25 08/21/19,f,ZZFwy Acc w/ inj,1,15 SB HIDDEN VALLEY MAGNOLIA,COR
,,19C076887,00:03:32 08/22/19,l,Traffic Stop,4,MAGNOLIA AVE & EL CAMINO AVE,COR
,,19C076889,00:14:41 08/22/19,l,911 Hangup,2,209 E BLAINE ST,COR
,,19C076891,00:17:39 08/22/19,l,Property Check,4,705 N MAIN ST,COR
,,19C076893,00:30:04 08/22/19,l,Traffic Stop,4,N JOY ST & E HARRISON ST,COR
,,19C076894,00:31:57 08/22/19,l,CMC Violation,4,1604 FAIRVIEW DR; FAIRVIEW PARK,COR
,,19C076895,00:32:11 08/22/19,l,Vehicle Check,4,2355 COMPTON AVE; LA FITNESS,COR
,,19C076896,00:33:00 08/22/19,l,Welfare Check,2,972 WHITECLIFF WAY,COR
,,19C076897,00:36:09 08/22/19,l,911 Hangup,2,2035 CALIFORNIA AVE,COR
,,19C076898,01:01:59 08/22/19,l,Stranded Veh,3,ONT WOF COMPTON,
,,19C076900,01:08:46 08/22/19,l,Disturb Peace,3,1580 W SIXTH ST;HOMELESS,COR
,,19C076901,01:10:12 08/22/19,l,911 Hangup,2,1637 BRENTWOOD DR,COR
,,19C076902,01:12:15 08/22/19,l,Welfare Check,2,1649 BRENTWOOD DR,COR
,,19C076903,01:24:22 08/22/19,l,Domestic Distur,2,1144 CHESTNUT LN # 101,COR
,,19C076904,01:28:47 08/22/19,f,ZZSeizure,1,1053 W FIFTH ST,COR
,,19C076905,01:40:35 08/22/19,l,911 Hangup,2,890 HOTSPRING DR # C; AVANA SPRINGS APARTMENTS,COR
,,19C076906,01:43:52 08/22/19,l,Property Check,4,400 S VICENTIA AVE; CITY HALL,COR
,,19C076907,01:44:04 08/22/19,l,911 Hangup,2,1873 KINGSFORD DR,COR
,,19C076908,01:46:17 08/22/19,l,Alarm Call,2,1254 DUXBURY CIR,COR
,,19C076910,02:14:44 08/22/19,l,Unknown Problem,1,1956 OLYMPIA FIELDS DR,COR
,,19C076911,02:31:53 08/22/19,l,Ill Parked Veh,4,HILLSHIRE CIR & S BELLE AVE,COR
,,19C076912,02:35:01 08/22/19,l,Alarm Call,2,512 W SIXTH ST; FAST AUTO LOANS INC,COR
,,19C076913,03:05:08 08/22/19,l,Robbery,1,856 LIVE OAK PL,COR
,,19C076914,03:13:15 08/22/19,l,Alarm Call,2,923 W SIXTH ST; PETERS BURGERS,COR
,,19C076915,03:20:16 08/22/19,f,ZZBreathing,1,9156 FILAREE CT,TEM
,,19C076916,03:22:38 08/22/19,l,Alarm Call,2,1801 RAILROAD ST,COR
,,19C076918,03:37:18 08/22/19,l,Welfare Check,2,4901 GREEN RIVER RD; GREEN RIVER MHP,COR
,,19C076920,03:53:35 08/22/19,l,911 Hangup,2,3100 S MAIN ST,COR
,,19C076921,04:36:15 08/22/19,f,ZZFwy Acc w/ inj,1,91 WB AUTO CENTER 71,RVC
,,19C076922,04:52:02 08/22/19,l,Follow Up,4,730 PUBLIC SAFETY WAY,COR
,,19C076923,04:58:47 08/22/19,l,911 Hangup,2,1776 ALL AMERICAN WAY; ALL AMERICAN ALSPHALT,COR
,,19C076924,05:01:38 08/22/19,l,Veh Burg Past,4,749 JUNE DR,COR
,,19C076925,05:01:47 08/22/19,l,911 Hangup,2,1717 VIA DEL RIO; IGLESIA CHURCH,COR
,,19C076926,05:04:50 08/22/19,l,Alarm Call,2,3902 EAGLE GLEN PKWY,COR
,,19C076927,05:17:56 08/22/19,l,Susp Vehicle,3,1750 SPYGLASS DR; WILSON ELEMENTARY SCHOOL,COR
,,19C076928,05:38:42 08/22/19,l,911 Hangup,2,130 W CHASE DR; HEBREWS,COR
,,19C076929,05:42:24 08/22/19,l,Patrol Info,4,BEDFORD & EAGLE GLEN,
,,19C076930,06:16:51 08/22/19,lf,Man Down,1,2380 FULLERTON; CROSSROADS SCHOOL,COR
,,19C076931,06:18:13 08/22/19,l,Traffic Stop,4,HIDDEN VALLEY PKWY & GARLAND WAY,COR
,,19C076932,06:27:03 08/22/19,l,Traffic Stop,4,N SHERIDAN ST & RAILROAD ST,COR
,,19C076933,06:31:19 08/22/19,f,ZZFwy Acc w/ inj,1,91 EB GREEN RIVER 71,RVC
,,19C076935,06:44:34 08/22/19,l,Alarm Call,2,2230 GRIFFIN WAY; MIMIS CAFE,COR
,,19C076937,06:46:07 08/22/19,l,Property Check,4,116 E FRANCIS ST,COR
,,19C076939,06:47:50 08/22/19,l,911 Hangup,2,4095 LESTER AVE; PHASE 2,COR
,,19C076940,06:48:24 08/22/19,l,911 Hangup,2,770 MONTOYA DR,COR
,,19C076941,06:58:43 08/22/19,l,Property Check,4,702 E SIXTH ST; ARCO AM PM,COR
,,19C076942,07:00:53 08/22/19,l,Property Check,4,137 N JOY ST; EXACTA PLASTICS INC,COR
,,19C076943,07:01:36 08/22/19,f,ZZSick,1,2600 S MAIN ST,COR
,,19C076944,07:04:42 08/22/19,l,Property Check,4,450 HIDDEN VALLEY PKWY; CHICK FIL A,COR
